100BlockAddress
14TH AVE E / E REPUBLICAN ST
7XX BLOCK OF 16TH AVE E
59XX BLOCK OF 20TH AVE S
32XX BLOCK OF HUNTER BLVD S
29XX BLOCK OF 13TH AVE S
88XX BLOCK OF 27TH AVE NW
FRANKLIN AVE E / FRANKLIN PL E
5XX BLOCK OF NE 90TH ST
5TH AVE N / WARD ST
52XX BLOCK OF S HUDSON ST
38XX BLOCK OF NE 100TH ST
43XX BLOCK OF SW DONOVAN ST
42XX BLOCK OF 2ND AVE S
5XX BLOCK OF N 60TH ST
52XX BLOCK OF 18TH AVE SW
10XX BLOCK OF NE 114TH ST
42XX BLOCK OF S BOZEMAN ST
24TH AVE S / S BAYVIEW ST
81XX BLOCK OF 7TH AVE S
52XX BLOCK OF PHINNEY AVE N
28TH AVE W / W SMITH ST
39XX BLOCK OF S ELMGROVE ST
50TH AVE S / S KENYON ST
LENORA ST / 7TH AVE
22XX BLOCK OF PRESCOTT AVE SW
67XX BLOCK OF ROOSEVELT WAY NE
2XX BLOCK OF ALOHA ST
89XX BLOCK OF CORLISS AVE N
18XX BLOCK OF TAYLOR AVE N
29XX BLOCK OF 12TH AVE S
53XX BLOCK OF S BANGOR ST
70XX BLOCK OF 16TH AVE NW
60XX BLOCK OF 34TH AVE NW
13XX BLOCK OF SW CAMBRIDGE ST
BOYER AVE E / LAKE WASHINGTON BLVD E
SW CONCORD ST / FAUNTLEROY WAY SW
37XX BLOCK OF 39TH AVE S
60XX BLOCK OF 37TH AVE SW
E UNION ST / 11TH AVE
E PIKE ST / 12TH AVE
6XX BLOCK OF 1ST AVE W
33RD AVE NW / NW 67TH ST
6XX BLOCK OF N 41ST ST
6TH AVE S / S MAIN ST
98XX BLOCK OF 46TH AVE SW
9XX BLOCK OF 13TH AVE E
46XX BLOCK OF 50TH AVE S
24XX BLOCK OF NW 100TH ST
23XX BLOCK OF NW 100TH ST
85XX BLOCK OF 11TH AVE NW
5XX BLOCK OF NE 73RD ST
N 36TH ST / N NORTHLAKE WAY
CROCKETT ST / WAVERLY PL N
S BRANDON ST / BEACON AVE S
63XX BLOCK OF 31ST AVE SW
SW GRAYSON ST / 41ST AVE SW
17XX BLOCK OF 15TH AVE S
9XX BLOCK OF COLUMBIA ST
14XX BLOCK OF 25TH AVE E
65XX BLOCK OF PALATINE AVE N
35XX BLOCK OF 31ST AVE W
15XX BLOCK OF N 85TH ST
92XX BLOCK OF 10TH AVE SW
95XX BLOCK OF 7TH AVE NW
49XX BLOCK OF 24TH AVE S
50XX BLOCK OF S DAWSON ST
8XX BLOCK OF NW 92ND ST
3XX BLOCK OF LEE ST
18XX BLOCK OF WESTLAKE AVE
M L KING JR WAY S / S KING ST
41XX BLOCK OF NE 96TH ST
13XX BLOCK OF SPRING ST
85XX BLOCK OF 17TH AVE NW
47XX BLOCK OF 34TH AVE NE
53XX BLOCK OF 18TH AVE S
10XX BLOCK OF S SOUTHERN ST
NE 52ND ST / BROOKLYN AVE NE
30XX BLOCK OF SW CAMBRIDGE ST
57XX BLOCK OF 28TH AVE NW
70XX BLOCK OF 18TH AVE SW
14TH AVE NW / NW BALLARD WAY
34XX BLOCK OF 36TH AVE W
NE 62ND ST / 15TH AVE NE
3XX BLOCK OF N 105TH ST
YESLER WAY / 6TH AVE
20XX BLOCK OF E JOHN ST
70XX BLOCK OF 1ST AVE NW
N 92ND ST / CORLISS AVE N
18XX BLOCK OF 26TH AVE S
59XX BLOCK OF 35TH AVE SW
FAIRVIEW AVE N / REPUBLICAN ST
29XX BLOCK OF W BLAINE ST
5XX BLOCK OF JEFFERSON ST
82XX BLOCK OF 22ND AVE NE
88XX BLOCK OF 10TH AVE SW
47XX BLOCK OF THACKERAY PL NE
36XX BLOCK OF DENSMORE AVE N
7XX BLOCK OF 21ST AVE E
95XX BLOCK OF PHINNEY AVE N
6TH AVE W / W HOWE ST
65XX BLOCK OF 2ND AVE S
8XX BLOCK OF W NICKERSON ST
40XX BLOCK OF 17TH AVE SW
59XX BLOCK OF 34TH CT S
N 63RD ST / WEST GREEN LAKE WAY N
2XX BLOCK OF NW 62ND ST
10XX BLOCK OF NW 65TH ST
59XX BLOCK OF 22ND AVE NW
S EDDY ST / BEACON AVE S
10XX BLOCK OF NE 56TH ST
11TH AVE NE / NE 55TH ST
9XX BLOCK OF NE 55TH ST
37TH AVE S / S HOLLY ST
33XX BLOCK OF S MOUNT BAKER BLVD
7XX BLOCK OF W HALLADAY ST
2XX BLOCK OF NE 42ND ST
OLSON PL SW / 2ND AVE SW
46XX BLOCK OF S GENESEE ST
21XX BLOCK OF NE 81ST PL
1ST AVE N / ALOHA ST
9XX BLOCK OF E ALOHA ST
95XX BLOCK OF PALATINE AVE N
33XX BLOCK OF 37TH AVE S
30XX BLOCK OF 61ST AVE SW
9XX BLOCK OF N 87TH ST
22XX BLOCK OF NE 88TH ST
21XX BLOCK OF 34TH AVE W
68XX BLOCK OF 16TH AVE NE
9XX BLOCK OF ALASKAN WAY
2XX BLOCK OF S ROYAL BROUGHAM WAY
42XX BLOCK OF AURORA AVE N
100XX BLOCK OF LAKE SHORE BLVD NE
24XX BLOCK OF E HOWELL ST
13XX BLOCK OF MINOR AVE
64XX BLOCK OF S HAZEL ST
25XX BLOCK OF 9TH AVE W
15XX BLOCK OF BROADWAY E
70XX BLOCK OF 36TH AVE NE
NE 100TH ST / 1ST AVE NE
1XX BLOCK OF N BOWDOIN PL
36XX BLOCK OF 24TH AVE W
E YESLER WAY / M L KING JR WAY
59XX BLOCK OF EAST MARGINAL WAY S
123XX BLOCK OF 11TH AVE NE
1XX BLOCK OF 29TH AVE
94XX BLOCK OF 36TH AVE SW
97XX BLOCK OF EVANSTON AVE N
26TH AVE S / S ANGELINE ST
MERCER ST / SPEIGHT JENKINS WAY
66XX BLOCK OF FAUNTLEROY WAY SW
6XX BLOCK OF 6TH AVE
8XX BLOCK OF NW 88TH ST
18XX BLOCK OF N 34TH ST
13TH AVE W / W BOSTON ST
20XX BLOCK OF S FERDINAND ST
66XX BLOCK OF AURORA AVE N
90XX BLOCK OF 35TH AVE NE
8XX BLOCK OF NW 80TH ST
2XX BLOCK OF E NEWTON ST
21XX BLOCK OF NE 77TH ST
1XX BLOCK OF 14TH AVE E
18XX BLOCK OF E JOHN ST
54XX BLOCK OF 23RD AVE SW
N 125TH ST / ASHWORTH AVE N
STONE AVE N / KEEN WAY N
WALLINGFORD AVE N / N 50TH ST
33XX BLOCK OF FRATER AVE SW
AIRPORT WAY S / S SNOQUALMIE ST
24TH AVE NW / NW 70TH ST
PONTIUS AVE N / JOHN ST
QUEEN ANNE AVE N / W MERCER ST
85XX BLOCK OF MARY AVE NW
89XX BLOCK OF 20TH AVE NE
96XX BLOCK OF RENTON AVE S
4XX BLOCK OF 30TH AVE
46XX BLOCK OF AURORA AVE N
STONE AVE N / N 50TH ST
WOODLAWN AVE NE / LATONA AVE NE
65XX BLOCK OF 20TH AVE NW
M L KING JR WAY S / S GRAHAM ST
15XX BLOCK OF 15TH AVE W
14XX BLOCK OF N 130TH ST
N 109TH ST / NORTH PARK AVE N
65XX BLOCK OF 6TH AVE NW
W RUFFNER ST / 24TH AVE W
74XX BLOCK OF SUNNYSIDE AVE N
14XX BLOCK OF E WARD ST
5XX BLOCK OF N BOWDOIN PL
24XX BLOCK OF S BAYVIEW ST
80XX BLOCK OF 41ST AVE SW
100XX BLOCK OF DIBBLE AVE NW
40XX BLOCK OF 33RD AVE W
DAYTON AVE N / N 102ND ST
3XX BLOCK OF TERRY AVE N
16XX BLOCK OF 24TH AVE
STEWART ST / EASTLAKE AVE E
74XX BLOCK OF 48TH AVE S
41XX BLOCK OF MERIDIAN AVE N
S RAYMOND ST / 18TH AVE S
18XX BLOCK OF EASTLAKE AVE
11XX BLOCK OF BOYLSTON AVE E
36XX BLOCK OF 37TH AVE S
29XX BLOCK OF NE 52ND ST
15XX BLOCK OF LAKESIDE AVE S
24TH AVE SW / DELRIDGE WAY SW
21XX BLOCK OF N 54TH ST
8XX BLOCK OF 18TH AVE
6XX BLOCK OF NW 74TH ST
28XX BLOCK OF S GRAHAM ST
32XX BLOCK OF WALNUT AVE SW
67XX BLOCK OF DIBBLE AVE NW
21XX BLOCK OF N 130TH ST
17XX BLOCK OF E COLUMBIA ST
25XX BLOCK OF ELLIOTT AVE
20XX BLOCK OF SW CLOVERDALE ST
FAIRVIEW AVE N / ALOHA ST
17XX BLOCK OF RAINIER AVE S
24XX BLOCK OF NW 73RD ST
77XX BLOCK OF 12TH AVE SW
SW ROXBURY ST / 26TH AVE SW
13TH AVE / E COLUMBIA ST
46XX BLOCK OF SW MASSACHUSETTS ST
24TH AVE / E HOWELL ST
BOREN AVE / JAMES ST
47XX BLOCK OF 45TH AVE SW
67XX BLOCK OF 24TH AVE NW
31XX BLOCK OF SW RAYMOND ST
1XX BLOCK OF NW 100TH ST
67XX BLOCK OF 38TH AVE SW
3XX BLOCK OF N 47TH ST
10XX BLOCK OF NW 122ND ST
3XX BLOCK OF N 101ST ST
107XX BLOCK OF 3RD AVE NW
14XX BLOCK OF E CHERRY ST
42XX BLOCK OF AIRPORT WAY S
8XX BLOCK OF NW CARKEEK PARK RD
MAGNOLIA WAY W / MAGNOLIA BR
26XX BLOCK OF QUEEN ANNE AVE N
6TH AVE S / S FIDALGO ST
11XX BLOCK OF NW 57TH ST
5TH AVE NE / NE 78TH ST
52XX BLOCK OF 29TH AVE NE
17XX BLOCK OF S BENNETT ST
62XX BLOCK OF BROOKLYN AVE NE
SW DAWSON ST / 42ND AVE SW
26XX BLOCK OF E GALER ST
34XX BLOCK OF BEACH DR SW
78XX BLOCK OF 12TH AVE NE
BRIDGE WAY N / ALBION PL N
9XX BLOCK OF N 49TH ST
S HOLDEN ST / RENTON AVE S
15XX BLOCK OF 13TH AVE S
8XX BLOCK OF POST AVE
72XX BLOCK OF WEST MARGINAL WAY S
18XX BLOCK OF N 54TH ST
BATTERY ST / WESTERN AVE
27XX BLOCK OF W COMMODORE WAY
E UNION ST / M L KING JR WAY
12XX BLOCK OF N 41ST ST
9XX BLOCK OF SW PORTLAND ST
53XX BLOCK OF 47TH AVE SW
38XX BLOCK OF NE 97TH ST
INTERLAKE AVE N / N NORTHGATE WAY
39XX BLOCK OF 41ST AVE SW
6XX BLOCK OF N 50TH ST
3XX BLOCK OF N 49TH ST
45TH AVE SW / SW ALASKA ST
29XX BLOCK OF S AUSTIN ST
E REPUBLICAN ST / 15TH AVE E
N BOWDOIN PL / GREENWOOD AVE N
60XX BLOCK OF EVANSTON AVE N
67XX BLOCK OF GREENWOOD AVE N
69XX BLOCK OF PERIMETER RD S
55XX BLOCK OF GREENWOOD AVE N
RAINIER AVE S / S ANGELINE ST
6XX BLOCK OF W MERCER ST
71XX BLOCK OF 1ST AVE S
11XX BLOCK OF TAYLOR AVE N
16TH AVE S / S PLUM ST
NW MARKET ST / 15TH AVE NW
W MERCER ST / 2ND AVE W
63XX BLOCK OF RAINIER AVE S
28XX BLOCK OF W HAYES ST
26XX BLOCK OF E MADISON ST
LINDEN AVE N / N 45TH ST
94XX BLOCK OF 22ND AVE SW
NW ESPLANADE / 28TH AVE NW
87XX BLOCK OF SEWARD PARK AVE S
14XX BLOCK OF 23RD AVE
88XX BLOCK OF 5TH AVE S
63XX BLOCK OF 39TH AVE SW
S KING ST / STADIUM PL S
30XX BLOCK OF WESTLAKE AVE N
TERRY AVE N / JOHN ST
102XX BLOCK OF 38TH AVE SW
96XX BLOCK OF 41ST AVE S
SW ALASKA ST / 42ND AVE SW
85XX BLOCK OF 1ST AVE NE
28XX BLOCK OF 62ND AVE SW
68XX BLOCK OF 27TH AVE S
115XX BLOCK OF RIVIERA PL NE
JOHN ST / 6TH AVE N
100XX BLOCK OF VALMAY AVE NW
22XX BLOCK OF 12TH AVE W
1ST AVE S / RAILROAD WAY S
135XX BLOCK OF SHERMAN RD NW
97XX BLOCK OF 46TH AVE NE
34XX BLOCK OF W MCCORD PL
40XX BLOCK OF 4TH AVE NE
53XX BLOCK OF UNIVERSITY WAY NE
84XX BLOCK OF 8TH AVE NW
21XX BLOCK OF S JUDKINS ST
24XX BLOCK OF NW NEPTUNE PL
135XX BLOCK OF MERIDIAN AVE N
5XX BLOCK OF LYNN ST
48XX BLOCK OF 45TH AVE SW
40XX BLOCK OF COURTLAND PL S
NW 83RD ST / 1ST AVE NW
37XX BLOCK OF 60TH AVE SW
7XX BLOCK OF N 43RD ST
SB / SHIP CANAL BR
43XX BLOCK OF COLORADO AVE S
42ND AVE SW / SW RAYMOND ST
13XX BLOCK OF 5TH AVE W
43XX BLOCK OF SW MILLS ST
59TH AVE SW / SW ADMIRAL WAY
27XX BLOCK OF 2ND AVE N
22XX BLOCK OF W ARMOUR ST
N 128TH ST / CORLISS AVE N
50XX BLOCK OF 36TH AVE SW
7XX BLOCK OF UNION ST
41XX BLOCK OF NE 115TH ST
9XX BLOCK OF W MCGRAW ST
NE TULANE PL / NE 55TH ST
11XX BLOCK OF LAKESIDE AVE S
NE 71ST ST / 6TH AVE NE
49XX BLOCK OF 39TH AVE S
59XX BLOCK OF S EASTWOOD DR
15XX BLOCK OF S DEARBORN ST
56XX BLOCK OF 59TH AVE NE
52XX BLOCK OF 44TH AVE SW
N 143RD ST / LINDEN AVE N
38XX BLOCK OF S MYRTLE ST
74XX BLOCK OF E GREEN LAKE DR N
5XX BLOCK OF NE 74TH ST
W JAMESON ST / 29TH AVE W
70XX BLOCK OF 29TH AVE NE
48XX BLOCK OF SW HANFORD ST
93XX BLOCK OF STONE AVE N
60XX BLOCK OF PRINCETON AVE NE
26XX BLOCK OF BOYLSTON AVE E
31XX BLOCK OF S FRONTENAC ST
23XX BLOCK OF 24TH AVE S
117XX BLOCK OF BEACON AVE S
40XX BLOCK OF 1ST AVE NE
NW 57TH ST / 22ND AVE NW
57XX BLOCK OF KEYSTONE PL N
54XX BLOCK OF ROOSEVELT WAY NE
7XX BLOCK OF SW AUSTIN ST
S HUDSON ST / 42ND AVE S
23XX BLOCK OF MAGNOLIA BLVD W
3XX BLOCK OF N 84TH ST
SENECA ST / HARVARD AVE
53XX BLOCK OF SW ORLEANS ST
N ALLEN PL / STONE WAY N
8XX BLOCK OF NE 75TH ST
18TH AVE E / E ROY ST
E GREEN LAKE WAY N / N 55TH ST
60XX BLOCK OF 53RD AVE NE
7XX BLOCK OF GALER ST
44XX BLOCK OF SW ADMIRAL WAY
3XX BLOCK OF N 82ND ST
S WALKER ST / 13TH AVE S
LINDEN AVE N / N 73RD ST
38XX BLOCK OF 24TH AVE W
43XX BLOCK OF NE 43RD ST
75XX BLOCK OF 21ST AVE NE
E YESLER WAY / 13TH AVE
70XX BLOCK OF 8TH AVE NW
1ST AVE S / S ANDOVER ST
114XX BLOCK OF 12TH AVE NE
1XX BLOCK OF 33RD AVE E
88XX BLOCK OF 12TH AVE SW
OLYMPIC WAY W / 9TH AVE W
E CHERRY ST / 27TH AVE
103XX BLOCK OF RAINIER AVE S
13XX BLOCK OF SW LANDER ST
104XX BLOCK OF 64TH AVE S
22XX BLOCK OF S MAIN ST
81XX BLOCK OF 34TH AVE SW
63XX BLOCK OF 46TH AVE S
92XX BLOCK OF COLLEGE WAY N
31XX BLOCK OF W GOVERNMENT WAY
13TH AVE / E UNION ST
19XX BLOCK OF 11TH AVE E
23XX BLOCK OF NE 95TH ST
YALE AVE E / E NEWTON ST
58XX BLOCK OF NE 77TH ST
36XX BLOCK OF E CHERRY ST
61XX BLOCK OF S PILGRIM ST
123XX BLOCK OF 8TH AVE NE
73XX BLOCK OF 29TH AVE SW
RAINIER AVE S / S PLUM ST
10TH AVE / E UNION ST
MERCER ST / BOREN AVE N
N 94TH ST / STONE AVE N
CORLISS AVE N / N 42ND ST
50XX BLOCK OF 20TH AVE NW
59XX BLOCK OF CALIFORNIA AVE SW
37XX BLOCK OF S PERRY ST
77XX BLOCK OF 1ST AVE S
2ND AVE S / S SPOKANE ST
EVANSTON AVE N / N 97TH ST
PHINNEY AVE N / N 36TH ST
1XX BLOCK OF 14TH AVE S
9XX BLOCK OF S WARSAW ST
17XX BLOCK OF S HORTON ST
44XX BLOCK OF 33RD AVE S
6XX BLOCK OF 14TH AVE
15XX BLOCK OF NE 70TH ST
10XX BLOCK OF NE 50TH ST
53XX BLOCK OF 48TH AVE S
45XX BLOCK OF 20TH AVE NE
S COLUMBIAN WAY / 16TH AVE S
60TH AVE SW / ALKI AVE SW
89XX BLOCK OF 23RD AVE NW
72XX BLOCK OF 12TH AVE SW
2XX BLOCK OF S WASHINGTON ST
38XX BLOCK OF NE 85TH ST
90XX BLOCK OF AURORA AVE N
127XX BLOCK OF 3RD AVE NW
5XX BLOCK OF 12TH AVE E
26XX BLOCK OF E MONTLAKE PL E
15XX BLOCK OF W DRAVUS ST
W ROY ST / W MERCER PL
43XX BLOCK OF SW OREGON ST
78XX BLOCK OF LAKE CITY WAY NE
10XX BLOCK OF COLUMBIA ST
94XX BLOCK OF CALIFORNIA AVE SW
5XX BLOCK OF NE 65TH ST
5XX BLOCK OF N 64TH ST
5XX BLOCK OF N 63RD ST
66XX BLOCK OF NE WINDERMERE RD
44XX BLOCK OF E MARGINAL WAY S
17XX BLOCK OF S MAIN ST
8TH AVE NE / NE 40TH ST
32XX BLOCK OF SW GRAHAM ST
11XX BLOCK OF BROADWAY E
S LANE ST / 20TH AVE S
FEDERAL AVE E / E HOWE ST
4XX BLOCK OF 8TH AVE S
65XX BLOCK OF 28TH AVE NE
50TH AVE S / S GENESEE ST
22XX BLOCK OF NE 65TH ST
BELLEVUE AVE / E PIKE ST
69XX BLOCK OF WEST MARGINAL WAY SW
107XX BLOCK OF 14TH AVE NE
45XX BLOCK OF SW HEMLOCK WAY
3XX BLOCK OF EASTLAKE AVE E
24XX BLOCK OF 6TH AVE
75XX BLOCK OF 20TH AVE NW
STONE AVE N / N 82ND ST
44XX BLOCK OF SUNNYSIDE AVE N
85XX BLOCK OF 12TH AVE S
9XX BLOCK OF N 100TH ST
45XX BLOCK OF SW WILLOW ST
65XX BLOCK OF 20TH AVE NE
36XX BLOCK OF BURKE AVE N
TERRY AVE / LENORA ST
25XX BLOCK OF N NORTHLAKE WAY
73XX BLOCK OF 24TH AVE NE
66XX BLOCK OF MARTIN LUTHER KING JR WAY S
44XX BLOCK OF SW 101ST ST
7TH AVE S / S PLUMMER ST
24XX BLOCK OF S WALKER ST
9XX BLOCK OF BROADWAY E
75XX BLOCK OF 21ST AVE SW
29XX BLOCK OF 18TH AVE S
24XX BLOCK OF E HELEN ST
18XX BLOCK OF SW ORCHARD ST
18XX BLOCK OF E LYNN ST
NW MARKET ST / 14TH AVE NW
7XX BLOCK OF SENECA ST
14XX BLOCK OF NE BOAT ST
3XX BLOCK OF E OLIVE PL
S CLOVERDALE ST / RAINIER AVE S
65XX BLOCK OF PARK POINT LN NE
98XX BLOCK OF 57TH AVE S
94XX BLOCK OF RAVENNA AVE NE
97XX BLOCK OF 61ST AVE S
109XX BLOCK OF AURORA AVE N
64XX BLOCK OF 8TH AVE NE
94XX BLOCK OF 6TH AVE SW
73XX BLOCK OF 39TH AVE S
55XX BLOCK OF S ORCAS ST
21XX BLOCK OF BONAIR DR SW
6XX BLOCK OF 22ND AVE E
40XX BLOCK OF 7TH AVE NE
1XX BLOCK OF N 103RD ST
103XX BLOCK OF 12TH AVE NW
NW BRIGHT ST / 8TH AVE NW
S WILLOW ST / 46TH AVE S
135XX BLOCK OF ROOSEVELT WAY N
44TH AVE SW / 43RD PL SW
84XX BLOCK OF 16TH AVE SW
38XX BLOCK OF S EDMUNDS ST
7XX BLOCK OF S DAKOTA ST
E DENNY WAY / 16TH AVE
E HOWELL ST / 14TH AVE
3XX BLOCK OF NE 59TH ST
5XX BLOCK OF 20TH AVE
14XX BLOCK OF NW 51ST ST
80XX BLOCK OF 19TH AVE NE
11XX BLOCK OF NW 63RD ST
E HOWELL ST / 11TH AVE
E DENNY WAY / 15TH AVE E
104XX BLOCK OF 34TH AVE SW
N 49TH ST / EVANSTON AVE N
S DIRECTOR ST / RAINIER AVE S
HIGHLAND PARK WAY SW / W MARGINAL WAY SW
16TH AVE / E MADISON ST
32XX BLOCK OF 20TH AVE S
S NORMAN ST / 26TH AVE S
85XX BLOCK OF 19TH AVE NW
42ND AVE SW / SW COLLEGE ST
NE THORNTON PL / 3RD AVE NE
54XX BLOCK OF BEACON AVE S
BROADWAY CT / E SENECA ST
24TH AVE SW / SW WEBSTER ST
94XX BLOCK OF 34TH AVE SW
S LANE ST / CORWIN PL S
30XX BLOCK OF 32ND AVE W
33XX BLOCK OF S DOSE TER
52XX BLOCK OF 21ST AVE NE
6TH AVE NW / NW 79TH ST
18XX BLOCK OF N 42ND ST
YESLER WAY / ALASKAN WAY S
41XX BLOCK OF SW DAKOTA ST
7XX BLOCK OF 17TH AVE
THOMAS ST / WARREN AVE N
STROUD AVE N / N 80TH ST
NE 45TH ST / 7TH AVE NE
N 42ND ST / GREENWOOD AVE N
HARVARD AVE / E UNION ST
34XX BLOCK OF 8TH AVE W
90XX BLOCK OF 2ND AVE S
11XX BLOCK OF E SPRING ST
RAINIER AVE S / 75TH AVE S
43XX BLOCK OF 13TH AVE S
59XX BLOCK OF 30TH AVE S
BOYLSTON AVE E / E OLIVE WAY
57XX BLOCK OF W GREEN LAKE WAY N
2ND AVE N / THOMAS ST
43XX BLOCK OF CALIFORNIA AVE SW
3XX BLOCK OF N 74TH ST
73XX BLOCK OF 31ST AVE SW
50XX BLOCK OF IVANHOE PL NE
42XX BLOCK OF S TRENTON ST
75XX BLOCK OF 43RD AVE S
NE 56TH ST / 11TH AVE NE
40XX BLOCK OF 22ND AVE W
E PIKE ST / 23RD AVE
12XX BLOCK OF E COLUMBIA ST
1XX BLOCK OF 16TH AVE E
105XX BLOCK OF 2ND AVE NW
N 65TH ST / FRANCIS AVE N
S GRAND ST / RAINIER AVE S
80XX BLOCK OF 5TH AVE S
65XX BLOCK OF 1ST AVE NW
73XX BLOCK OF 33RD AVE S
41ST AVE S / S PERRY ST
14XX BLOCK OF NE RAVENNA BLVD
19TH AVE / E DENNY WAY
11XX BLOCK OF 21ST AVE E
15TH AVE S / S JUDKINS ST
70XX BLOCK OF CLEOPATRA PL NW
N 95TH ST / INTERLAKE AVE N
NE BELVOIR PL / SURBER DR NE
45XX BLOCK OF 42ND AVE S
75XX BLOCK OF 43RD AVE NE
74XX BLOCK OF 45TH AVE NE
1XX BLOCK OF E LOUISA ST
75XX BLOCK OF 42ND AVE NE
5TH AVE NW / NW 45TH ST
LINDEN AVE N / N 91ST ST
134XX BLOCK OF AURORA AVE N
75XX BLOCK OF 13TH AVE SW
25XX BLOCK OF E CHERRY ST
35XX BLOCK OF S CHICAGO ST
NE RAVENNA BLVD / UNIVERSITY WAY NE
75XX BLOCK OF 18TH AVE NE
40XX BLOCK OF 34TH AVE S
E JOHN ST / 23RD AVE E
23XX BLOCK OF AIRPORT WAY S
9XX BLOCK OF NW MARKET ST
39XX BLOCK OF NE 50TH ST
NE 63RD ST / ROOSEVELT WAY NE
79XX BLOCK OF 50TH AVE S
1ST AVE NE / NE NORTHGATE WAY
31XX BLOCK OF ELLIOTT AVE
10XX BLOCK OF E ROY ST
18XX BLOCK OF 15TH AVE E
38TH AVE S / S ALASKA ST
5XX BLOCK OF N 47TH ST
33XX BLOCK OF W COMMODORE WAY
135XX BLOCK OF N PARK AVE N
117XX BLOCK OF 12TH AVE NE
27XX BLOCK OF 15TH AVE S
YALE AVE / HOWELL ST
52XX BLOCK OF 11TH AVE NW
30XX BLOCK OF SW HOLDEN ST
5XX BLOCK OF N 77TH ST
24XX BLOCK OF E YESLER WAY
112XX BLOCK OF 56TH AVE S
73XX BLOCK OF VIEW LN SW
1XX BLOCK OF NW 82ND ST
43XX BLOCK OF W SEMPLE ST
28XX BLOCK OF 23RD AVE W
65XX BLOCK OF 28TH AVE NW
25XX BLOCK OF 34TH AVE S
39XX BLOCK OF SW AUSTIN ST
13XX BLOCK OF N 82ND ST
120XX BLOCK OF DAYTON AVE N
28XX BLOCK OF NW 57TH ST
3XX BLOCK OF STEWART ST
6XX BLOCK OF N 62ND ST
39XX BLOCK OF S AMERICUS ST
41XX BLOCK OF CHILBERG AVE SW
N 101ST ST / GREENWOOD AVE N
15XX BLOCK OF 18TH AVE
34XX BLOCK OF WOODLAWN AVE N
51XX BLOCK OF BALLARD AVE NW
65XX BLOCK OF 30TH AVE NE
21XX BLOCK OF W RUFFNER ST
67XX BLOCK OF SHAFFER AVE S
21XX BLOCK OF W BARRETT ST
4TH AVE NE / NE 88TH ST
3XX BLOCK OF NE 58TH ST
W MCGRAW ST / 10TH AVE W
64XX BLOCK OF 9TH AVE NW
94XX BLOCK OF WHITNEY PL NW
75XX BLOCK OF JONES AVE NW
6TH AVE NW / NW 85TH ST
I5 / YESLER WAY
28XX BLOCK OF NW 72ND ST
45XX BLOCK OF 14TH AVE S
N 102ND ST / GREENWOOD AVE N
OLYMPIC WAY W / W LEE ST
5XX BLOCK OF 15TH AVE
19XX BLOCK OF N 80TH ST
37XX BLOCK OF NE 74TH PL
3XX BLOCK OF NW 73RD ST
18XX BLOCK OF 19TH AVE S
WESTERN AVE / LENORA ST
59XX BLOCK OF 11TH AVE NW
6XX BLOCK OF NE NORTHLAKE WAY
SW OLGA ST / 39TH AVE SW
7XX BLOCK OF S SNOQUALMIE ST
56XX BLOCK OF 26TH AVE SW
84XX BLOCK OF 36TH AVE NE
27XX BLOCK OF 46TH AVE SW
45XX BLOCK OF 51ST PL SW
18XX BLOCK OF 25TH AVE S
10XX BLOCK OF 1ST AVE N
N 89TH ST / FREMONT AVE N
44XX BLOCK OF NE 60TH ST
17XX BLOCK OF 22ND AVE S
RUSSELL AVE NW / NW MARKET ST
N NORTHGATE WAY / INTERLAKE AVE N
25XX BLOCK OF 23RD AVE S
WALL ST / 5TH AVE
E OLIVE WAY / BROADWAY E
5XX BLOCK OF 23RD AVE E
NW 61ST ST / 17TH AVE NW
E TERRACE ST / 12TH AVE
17XX BLOCK OF NW 65TH ST
87XX BLOCK OF 17TH AVE NW
92XX BLOCK OF MARTIN LUTHER KING JR WAY S
43XX BLOCK OF 36TH AVE NE
42XX BLOCK OF SW SPOKANE ST
9XX BLOCK OF N 71ST ST
32XX BLOCK OF SW 114TH ST
75XX BLOCK OF 46TH AVE SW
N 38TH ST / EASTERN AVE N
67XX BLOCK OF BEACON AVE S
85XX BLOCK OF 28TH AVE NW
1XX BLOCK OF NE 57TH ST
48XX BLOCK OF S ALASKA ST
21XX BLOCK OF N 42ND ST
HARRISON ST / 8TH AVE N
92XX BLOCK OF 12TH AVE NE
1ST AVE W / W THOMAS ST
14XX BLOCK OF E ALDER ST
JOHN ST / 2ND AVE N
4TH AVE / VIRGINIA ST
106XX BLOCK OF 59TH AVE S
83XX BLOCK OF MARY AVE NW
74XX BLOCK OF FAUNTLEROY WAY SW
86XX BLOCK OF 8TH AVE S
92XX BLOCK OF 10TH AVE S
LINDEN AVE N / N 59TH ST
12TH AVE E / E BOSTON ST
1ST AVE S / S MEAD ST
50XX BLOCK OF SW SPOKANE ST
E SHELBY ST / FUHRMAN AVE E
1XX BLOCK OF S BRANDON ST
FRANCIS AVE N / N 36TH ST
VALLEY ST / MINOR AVE N
26XX BLOCK OF W BARRETT ST
AIRPORT WAY S / S SPOKANE ST
52XX BLOCK OF PULLMAN AVE NE
40TH AVE SW / SW ALASKA ST
E YESLER WAY / 20TH AVE
FAUNTLEROY WAY SW / SW FONTANELLE ST
BOYLSTON AVE / E HOWELL ST
27XX BLOCK OF S ELMWOOD PL
52ND AVE S / S KENYON ST
18XX BLOCK OF N 47TH ST
MADISON ST / BROADWAY
