Latitude,Longtitude
47.6759485,-122.3875847
47.66426055,-122.3821346
47.59999561,-122.3053472
47.5761846,-122.2964941
47.66127317,-122.3137077
47.59583483,-122.3247388
47.6621407,-122.3539806
47.66400406,-122.3142241
47.66438409,-122.3686103
47.60683291,-122.3289902
47.61144442,-122.3224615
47.62151944,-122.355429
47.67386923,-122.3492145
47.66590904,-122.3840777
47.60956556,-122.3063085
47.69167434,-122.3929448
47.51518675,-122.3754682
47.66431736,-122.2982247
47.71194078,-122.2893089
47.68252504,-122.2636832
47.52195143,-122.3551145
47.6579168,-122.3166652
47.65659558,-122.3178266
47.68549113,-122.3485561
47.63230108,-122.3462638
47.54442736,-122.3900012
47.66068016,-122.3949599
47.68476424,-122.3431426
47.62369897,-122.3209333
47.61232219,-122.3217187
47.59918613,-122.3224447
47.60686714,-122.3397615
47.52919654,-122.3539427
47.6010021,-122.3022358
47.62458989,-122.3586686
47.56291163,-122.3867753
47.60378135,-122.3384241
47.51517049,-122.373277
47.60266908,-122.3030836
47.5226618,-122.322979
47.57456845,-122.2993846
47.53704403,-122.2823449
47.6106779,-122.335574
47.68394639,-122.2841745
47.6506252,-122.3505458
47.62676478,-122.325596
47.54706873,-122.2859474
47.60129045,-122.3263524
47.62198537,-122.3204152
47.61316683,-122.3421927
47.58995859,-122.3862071
47.53673888,-122.3311344
47.5672585,-122.3654441
47.68045515,-122.3767718
47.61240799,-122.3248761
47.59919385,-122.3270138
47.59919954,-122.3156801
47.521948,-122.3578059
47.62459539,-122.3599748
47.61051065,-122.339257
47.63999223,-122.2848514
47.68366976,-122.3444863
47.59918657,-122.3184307
47.61173309,-122.3417526
47.53887651,-122.3894236
47.66794353,-122.3363863
47.60201606,-122.3332113
47.65741891,-122.339734
47.61796543,-122.3503095
47.54786831,-122.3763772
47.62443829,-122.3113197
47.62153197,-122.3208989
47.6531494,-122.3368919
47.71691267,-122.357056
47.6818033,-122.3481406
47.54559328,-122.3764226
47.62256335,-122.3220166
47.62081538,-122.3323451
47.6465158,-122.3505471
47.5899869,-122.3177447
47.53979464,-122.2739986
47.64073924,-122.348011
47.58295413,-122.3016639
47.54925505,-122.3295808
47.54267933,-122.2980604
47.61134853,-122.3411023
47.61096316,-122.3128193
47.6613414,-122.3245721
47.60829217,-122.3379954
47.67844054,-122.3271603
47.62678118,-122.3553834
47.68657154,-122.3397778
47.64260983,-122.324638
47.63555139,-122.3404498
47.65908266,-122.3155004
47.55371913,-122.268696
47.61952437,-122.2934917
47.71407537,-122.3287602
47.68189427,-122.3174641
47.60602417,-122.340136
47.61227923,-122.2962123
47.61021404,-122.3366834
47.6894572,-122.3418213
47.72640779,-122.3555539
47.5658359,-122.4028949
47.60733885,-122.326382
47.52559503,-122.2878602
47.53414405,-122.3297587
47.65984569,-122.2827476
47.58397491,-122.329969
47.61078997,-122.298833
47.55697692,-122.3868981
47.69143932,-122.3402308
47.61133751,-122.3238971
47.63299911,-122.3422824
47.5159918,-122.2593616
47.60203767,-122.329191
47.60217535,-122.3076595
47.72776861,-122.345027
47.60469505,-122.3362384
47.66944627,-122.3805052
47.60310245,-122.3181018
47.53696508,-122.2645983
47.60334108,-122.328861
47.61289269,-122.2898335
47.59834871,-122.3234253
47.544672,-122.3744241
47.61206556,-122.3413225
47.67017748,-122.3805083
47.62776746,-122.3086302
47.72586925,-122.3262126
47.68777624,-122.3331331
47.66503856,-122.3673986
47.68776532,-122.3310298
47.58868133,-122.3849942
47.67417226,-122.3655795
47.54970791,-122.3723141
47.59749957,-122.3172267
47.54102078,-122.3595959
47.61764314,-122.3398449
47.61748617,-122.3366066
47.56616436,-122.3694505
47.53803809,-122.3935229
47.64940239,-122.3897585
47.61337517,-122.346513
47.55059186,-122.3123242
47.59835485,-122.3270173
47.61655803,-122.3320674
47.65048622,-122.3332812
47.59031253,-122.3355687
47.70506663,-122.350439
47.63434575,-122.3467084
47.54586222,-122.3004653
47.66602881,-122.3184261
47.66838788,-122.273741
47.67165303,-122.3942648
47.72321155,-122.3449769
47.64343028,-122.3037981
47.62747889,-122.3167908
47.61903867,-122.3278538
47.68736239,-122.2741406
47.59828765,-122.3315808
47.71327157,-122.3608783
47.61711857,-122.3381372
47.66212687,-122.336426
47.6935203,-122.3620056
47.61207057,-122.3322441
47.56281944,-122.2883704
47.62024434,-122.3304204
47.5586471,-122.2821021
47.62635868,-122.3534247
47.69873276,-122.3512552
47.64689712,-122.3607352
47.60088279,-122.3338526
47.60622921,-122.3361079
47.69421686,-122.3553395
47.58878256,-122.3290483
47.61382604,-122.3346168
47.61432034,-122.3441436
47.69367379,-122.3768007
47.60519799,-122.3244231
47.59123749,-122.2929037
47.66789134,-122.3762157
47.63936189,-122.3448151
47.57182077,-122.4014557
47.67152891,-122.343687
47.61216878,-122.3369385
47.5502913,-122.3863603
47.56653965,-122.3622588
47.65125414,-122.3825477
47.64254112,-122.3848626
47.5970607,-122.3063634
47.66219941,-122.3174511
47.62624866,-122.3540814
47.60981959,-122.3263468
47.55286517,-122.3749438
47.60214897,-122.3341768
47.64633864,-122.3607393
47.72961987,-122.3582498
47.67756433,-122.3239119
47.63812079,-122.3942285
47.60951366,-122.2988502
47.6632366,-122.3539716
47.59749563,-122.3149933
47.6353476,-122.3716721
47.52611725,-122.2790134
47.53933802,-122.2780673
47.6068322,-122.315466
47.67017314,-122.3775481
47.69055851,-122.3439855
47.58636268,-122.3133628
47.66569311,-122.3673974
47.67017143,-122.3762131
47.68086876,-122.3181058
47.59667435,-122.3250653
47.66126195,-122.3119933
47.59918733,-122.320332
47.57876967,-122.3351259
47.59793449,-122.3263655
47.61407001,-122.3234015
47.55093975,-122.3259904
47.61266535,-122.3373936
47.59919177,-122.3257079
47.62375649,-122.3126151
47.61163943,-122.3349184
47.51728498,-122.3422384
47.53641053,-122.3873068
47.58085339,-122.3351248
47.69312432,-122.3216748
47.54381503,-122.2737411
47.53307444,-122.2921061
47.61586644,-122.3142517
47.60922844,-122.3171138
47.62106633,-122.3222249
47.60309549,-122.3141936
47.66438257,-122.2833628
47.52110311,-122.3814499
47.60951125,-122.2975449
47.67649213,-122.3532998
47.66175556,-122.2988871
47.59750945,-122.3196446
47.67598308,-122.3662908
47.61372707,-122.3391736
47.66038221,-122.3187824
47.68947337,-122.3606483
47.64141974,-122.3466428
47.56397206,-122.3787703
47.63740507,-122.3477075
47.49896304,-122.2610179
47.7085692,-122.3192068
47.66173535,-122.3364341
47.66323339,-122.3514756
47.6169873,-122.3208265
47.62367132,-122.2948943
47.72943438,-122.3646465
47.69244514,-122.3600016
47.50731753,-122.3787287
47.60276918,-122.3314085
47.67777043,-122.3660203
47.60690257,-122.3413345
47.6812638,-122.3594463
47.68779109,-122.3800178
47.60464465,-122.3292876
47.55307106,-122.3950302
47.62196996,-122.3310702
47.61236844,-122.3348178
47.57981138,-122.3351249
47.52196556,-122.3767307
47.66508479,-122.3831062
47.61973228,-122.3456564
47.6812084,-122.3174497
47.69288726,-122.3004893
47.67668633,-122.276901
47.61395514,-122.3365847
47.56842538,-122.3707665
47.61201358,-122.3402422
47.68596821,-122.3767897
47.64102318,-122.3107078
47.6862023,-122.3606507
47.69704501,-122.2905441
47.63620722,-122.3022684
47.52849122,-122.3853635
47.61135552,-122.320313
47.65475623,-122.344657
47.60622905,-122.3102488
47.50728081,-122.2512086
47.63750678,-122.3258971
47.61477578,-122.3389643
47.58610395,-122.3351215
47.66864556,-122.3950763
47.61122962,-122.3253344
47.60832457,-122.3395594
47.70025321,-122.3257898
47.55305099,-122.3309331
47.54607698,-122.2873165
47.62028465,-122.3371658
47.57593312,-122.4126976
47.65216865,-122.3755531
47.67163093,-122.3775469
47.66899297,-122.3118843
47.6322825,-122.3474886
47.65835777,-122.3618756
47.54487245,-122.3197917
47.65948109,-122.3639925
47.61170568,-122.3380477
47.52211381,-122.3454499
47.69782007,-122.3486505
47.50318981,-122.2621419
47.62511902,-122.3272451
47.63965592,-122.3761541
47.66957786,-122.3321068
47.68299248,-122.3279093
47.62371704,-122.324034
47.61980873,-122.3234715
47.51293677,-122.3872912
47.62073726,-122.2911902
47.66945596,-122.3861649
47.53155081,-122.2850433
47.58610377,-122.3341978
47.63057253,-122.3462451
47.53891249,-122.2937511
47.51985178,-122.2680301
47.617225,-122.3312087
47.54834584,-122.3597999
47.57981194,-122.336786
47.55233647,-122.2854657
47.67475338,-122.3254547
47.66395556,-122.3072045
47.67561847,-122.3875844
47.61704061,-122.3255523
47.61062346,-122.3401282
47.57020992,-122.2991745
47.69535536,-122.2812861
47.68874957,-122.3438356
47.61764104,-122.2999641
47.51561012,-122.3779782
47.53764263,-122.270433
47.6093176,-122.3404677
47.70928167,-122.3273114
47.62604294,-122.3073082
47.61856243,-122.3453657
47.68966673,-122.3768028
47.64865856,-122.356463
47.60947933,-122.3283394
47.68788685,-122.3116423
47.61886279,-122.3267269
47.57876777,-122.3290571
47.53978423,-122.2824299
47.65496124,-122.4008979
47.57664991,-122.3290582
47.587407,-122.3862984
47.54053232,-122.3223531
47.55339267,-122.3283566
47.6296551,-122.3286106
47.61044025,-122.3368905
47.56973595,-122.3867677
47.7031221,-122.3204467
47.59450349,-122.3067619
47.53963322,-122.3222415
47.6449469,-122.3622064
47.59834624,-122.3202933
47.55838564,-122.3601703
47.66504255,-122.3707646
47.67780671,-122.3729972
47.64503039,-122.3473024
47.66867543,-122.3818521
47.62457413,-122.3534453
47.6122349,-122.3141474
47.56060208,-122.2675461
47.62973253,-122.3455801
47.60684371,-122.3207514
47.66943265,-122.3673903
47.61768872,-122.3448817
47.60774723,-122.3336587
47.57755246,-122.3969557
47.63101874,-122.3678098
47.59519408,-122.3084413
47.66401157,-122.3152507
47.67325779,-122.3618605
47.56408887,-122.2782537
47.55618246,-122.287889
47.60805203,-122.3270347
47.65311668,-122.3308734
47.57841911,-122.3930886
47.5634746,-122.3774502
47.66146817,-122.3696925
47.68277237,-122.3444844
47.66220234,-122.3735954
47.62792521,-122.3401647
47.58716618,-122.3341972
47.70313122,-122.3217976
47.54106972,-122.343182
47.62461826,-122.3350575
47.60032211,-122.3032905
47.5876874,-122.3172772
47.60278737,-122.3337267
47.61362456,-122.3148692
47.6136555,-122.3450035
47.65831485,-122.3132072
47.54667844,-122.276548
47.59919493,-122.327667
47.52377874,-122.3539592
47.67954066,-122.372775
47.6159486,-122.3340067
47.66057874,-122.3177227
47.66852575,-122.300619
47.67836976,-122.3275114
47.69036129,-122.2675218
47.6621728,-122.3119795
47.64087933,-122.3283543
47.59217381,-122.2954693
47.6907698,-122.3068582
47.55061696,-122.258073
47.68776773,-122.3320955
47.5563782,-122.3642723
47.56563178,-122.3643649
47.66487705,-122.3096753
47.54472315,-122.3571541
47.68125465,-122.363335
47.68230977,-122.376777
47.69418567,-122.344565
47.62597678,-122.321315
47.63954328,-122.3482881
47.66764582,-122.3847454
47.68245283,-122.3248747
47.60088199,-122.3332002
47.67123325,-122.2857746
47.54657841,-122.3204026
47.6614607,-122.3627864
47.65281337,-122.3512876
47.58716582,-122.333265
47.66987864,-122.4102595
47.70270884,-122.3660626
47.64494977,-122.3615526
47.61909217,-122.312733
47.65905499,-122.3131878
47.60170348,-122.3224469
47.59541565,-122.3250699
47.61094335,-122.3075541
47.63077276,-122.2972479
47.69431302,-122.2799925
47.64312027,-122.3440707
47.63888081,-122.2879119
47.64965141,-122.3227654
47.59901514,-122.3139265
47.61298796,-122.3249511
47.61467441,-122.3181502
47.66129196,-122.3165789
47.53705079,-122.2800603
47.66748414,-122.3118988
47.60046424,-122.3308075
47.56646382,-122.3729174
47.5210288,-122.3605081
47.62501526,-122.3554004
47.60126323,-122.2989243
47.66357398,-122.3195513
47.53795417,-122.3610919
47.65933251,-122.3473344
47.61993671,-122.3169283
47.69056669,-122.3458645
47.61225498,-122.3001187
47.60171758,-122.3311241
47.65011254,-122.3529074
47.61624647,-122.3483934
47.61488028,-122.3411243
47.61802723,-122.3404944
47.6906149,-122.3754663
47.66129533,-122.3171086
47.62137325,-122.3606519
47.52047653,-122.3231259
47.5199755,-122.2639339
47.59980121,-122.3022349
47.69418264,-122.3440271
47.68621775,-122.3512061
47.52103664,-122.3693494
47.59665466,-122.3134365
47.51655904,-122.3834517
47.56668347,-122.2941556
47.63802564,-122.2771007
47.61351259,-122.3194407
47.56652333,-122.3707813
47.60794735,-122.3190312
47.56955142,-122.4074879
47.69698014,-122.376794
47.66358876,-122.3598259
47.60981273,-122.3428796
47.68236016,-122.3970572
47.5231392,-122.3454638
47.61635384,-122.3515499
47.57980945,-122.3290565
47.68213816,-122.3039678
47.62253997,-122.3167639
47.55602579,-122.3045111
47.69706855,-122.3407988
47.69513219,-122.3580291
47.65162002,-122.3426268
47.60849931,-122.294921
47.67161721,-122.3156627
47.60518283,-122.2949201
47.6420675,-122.3171798
47.61018166,-122.3351198
47.57508408,-122.300628
47.61774596,-122.324505
47.62324273,-122.3475826
47.72961502,-122.3569055
47.6140898,-122.3187939
47.60910568,-122.3256944
47.54598711,-122.3219288
47.65073869,-122.3512985
47.57733075,-122.2962069
47.66523531,-122.3804363
47.59506342,-122.2990605
47.62392112,-122.3541038
47.66310579,-122.3152627
47.5947223,-122.3119847
47.51973681,-122.2871815
47.60619596,-122.3314721
47.68591024,-122.2642168
47.65245059,-122.3904007
47.6705517,-122.3875873
47.58843679,-122.3154202
47.66358802,-122.350023
47.66827034,-122.3953745
47.69224997,-122.3606606
47.60833603,-122.3334303
47.52559207,-122.3149239
47.6372518,-122.3200798
47.60171616,-122.3302648
47.59927753,-122.3005106
47.59924291,-122.3083151
47.61547209,-122.3278989
47.5824281,-122.314703
47.66138373,-122.3331332
47.69693705,-122.3567078
47.59403974,-122.3341923
47.61290175,-122.3088609
47.55117603,-122.2776641
47.64410503,-122.3506624
47.65212542,-122.3539429
47.53100159,-122.3527756
47.6635659,-122.3183927
47.56562936,-122.3867714
47.71052598,-122.3541647
47.71686981,-122.3515842
47.63811678,-122.3042283
47.7123018,-122.3380904
47.72503036,-122.3348649
47.69314338,-122.3243747
47.73076527,-122.3450601
47.6854977,-122.3431472
47.68691723,-122.3359857
47.65878493,-122.2813914
47.61537831,-122.3106588
47.60003505,-122.3283142
47.6721403,-122.3543831
47.66394943,-122.3539669
47.60458687,-122.3376749
47.60801798,-122.3223987
47.56558496,-122.3800885
47.69605174,-122.3626912
47.652599,-122.356045
47.57422938,-122.3209382
47.66553047,-122.3544328
47.56179614,-122.2888194
47.59877133,-122.3250569
47.54488015,-122.2968907
47.64829623,-122.3324939
47.66365138,-122.3650951
47.57067373,-122.2882721
47.56401579,-122.3016792
47.52556673,-122.348015
47.70579555,-122.3460469
47.51045606,-122.2786121
47.60392934,-122.3112551
47.60709272,-122.307629
47.61465314,-122.3268123
47.6538631,-122.3715393
47.65309155,-122.3911866
47.61581012,-122.3221394
47.70627264,-122.3767472
47.69512229,-122.3553489
47.70962169,-122.3554875
47.67644095,-122.346605
47.6664246,-122.3696854
47.5665411,-122.3612069
47.6225886,-122.2975023
47.70290617,-122.3540848
47.67310479,-122.3888629
47.66685963,-122.3384878
47.61774908,-122.3239767
47.57039471,-122.3147563
47.53314344,-122.2699869
47.7084928,-122.2772813
47.6262637,-122.3606169
47.66407381,-122.3250673
47.55196129,-122.3763071
47.60494346,-122.338001
47.65957993,-122.3251336
47.66021064,-122.3251244
47.6140991,-122.3174884
47.61470207,-122.3142332
47.51836705,-122.3517266
47.53750479,-122.3898702
47.72506164,-122.3579249
47.66568132,-122.3152286
47.70294273,-122.3607471
47.5556806,-122.3970916
47.60412808,-122.3234439
47.5403814,-122.3712429
47.59557258,-122.3011692
47.57952399,-122.2857186
47.57738881,-122.3104526
47.55491458,-122.3547809
47.58031251,-122.3953283
47.59807781,-122.2987043
47.60130276,-122.3341801
47.62393445,-122.3580199
47.61679884,-122.3493274
47.57221261,-122.3525975
47.53521435,-122.2793546
47.73213862,-122.3140709
47.61472125,-122.3000911
47.67956073,-122.3599617
47.58678024,-122.3836708
47.61825397,-122.294824
47.72048199,-122.3449468
47.70305953,-122.3446704
47.62198179,-122.326873
47.56744279,-122.3632965
47.60312654,-122.3317354
47.65292347,-122.3393358
47.69853101,-122.3439676
47.59664771,-122.3102809
47.65189858,-122.3212861
47.7017921,-122.3446554
47.61833048,-122.3384517
47.66488064,-122.3102387
47.61352655,-122.3221022
47.61538897,-122.3370247
47.62392989,-122.3567145
47.63841488,-122.38916
47.59708197,-122.3196407
47.53370044,-122.3645009
47.66398823,-122.3119516
47.59928482,-122.3016853
47.62648333,-122.3391284
47.68658392,-122.3445014
47.61644612,-122.3149141
47.66179829,-122.3554362
47.62721548,-122.3501611
47.65733179,-122.3326047
47.682344,-122.371503
47.62957979,-122.3223197
47.62394441,-122.3606333
47.62460297,-122.361934
47.65703556,-122.3575801
47.61294138,-122.3020637
47.63141024,-122.3462673
47.62022447,-122.3265755
47.60578655,-122.3241952
47.62673967,-122.3527744
47.66944418,-122.3775487
47.64846567,-122.3781857
47.61778341,-122.327864
47.61934309,-122.3182247
47.55446456,-122.2861616
47.70856098,-122.3178522
47.525586,-122.3505639
47.70780643,-122.3554736
47.53685595,-122.3445049
47.59919591,-122.3283173
47.66489247,-122.2743935
47.64752222,-122.3819777
47.6267157,-122.3462484
47.6100189,-122.3428217
47.68875092,-122.3445126
47.65316235,-122.3879303
47.62254749,-122.3304319
47.52281565,-122.2699879
47.67089179,-122.3673859
47.51107441,-122.3858131
47.66903527,-122.3618584
47.67034534,-122.3141656
47.69057898,-122.3499119
47.67309753,-122.3821304
47.52698191,-122.3550704
47.6721505,-122.296896
47.6656429,-122.3094641
47.66905294,-122.3039461
47.6642927,-122.3452988
47.55344408,-122.2875865
47.52643322,-122.3416527
47.66022054,-122.3538521
47.56783713,-122.3740454
47.56884139,-122.3740266
47.62832451,-122.3270999
47.60218266,-122.3128755
47.63498835,-122.3422852
47.58872351,-122.293587
47.66878893,-122.2807999
47.62388673,-122.3423554
47.66314071,-122.3207156
47.6070802,-122.2936488
47.62031402,-122.3450072
47.59918907,-122.3172228
47.65606237,-122.3619194
47.54441612,-122.2958178
47.66126937,-122.3131297
47.61335421,-122.3155179
47.60337609,-122.3334984
47.69916656,-122.3446242
47.67126428,-122.3735814
47.53097632,-122.3604464
47.58499648,-122.3016293
47.6686516,-122.3645584
47.60484128,-122.3240969
47.61466515,-122.3194561
47.6154928,-122.3391838
47.71957221,-122.3449368
47.52431706,-122.3149463
47.53736411,-122.3885125
47.59274852,-122.2954829
47.60010856,-122.2986417
47.52389209,-122.3149533
47.60007717,-122.2998601
47.53379271,-122.2808247
47.6737458,-122.3173634
47.66205303,-122.2998645
47.6259987,-122.3291934
47.57790809,-122.414924
47.7108808,-122.3260141
47.67475958,-122.3113869
47.70007202,-122.3446349
47.60817662,-122.3279159
47.52473905,-122.269982
47.61848764,-122.3252858
47.64415966,-122.3732223
47.54034331,-122.3845056
47.69602395,-122.3540128
47.62501145,-122.3540949
47.63831954,-122.3555866
47.55373377,-122.36494
47.66312454,-122.3183977
47.66084972,-122.3595767
47.56199049,-122.3631225
47.70760601,-122.3357286
47.65300203,-122.3029317
47.66124046,-122.2972223
47.56407561,-122.3741957
47.57554213,-122.3133766
47.56704455,-122.2757713
47.62108398,-122.3197481
47.63353007,-122.3559851
47.62303049,-122.296849
47.64986041,-122.338718
47.6368566,-122.3690036
47.65720176,-122.3178106
47.61410022,-122.3239266
47.60598874,-122.2850916
